index,action,id_message,id_participant,recipients
2023-04-13 09:53:23.661492+08:00,send notification,jitai_temperature,usk16,1
2023-04-13 09:53:28.137430+08:00,send notification,jitai_temperature,usk24,1
2023-04-13 10:13:23.450581+08:00,send notification,jitai_temperature,usk09,1
2023-04-13 10:13:24.345443+08:00,send notification,jitai_temperature,usk11,1
2023-04-13 10:13:24.940078+08:00,send notification,jitai_temperature,usk12,1
2023-04-13 10:13:29.358682+08:00,send notification,jitai_temperature,usk17,1
2023-04-13 10:13:29.897236+08:00,send notification,jitai_temperature,usk18,1
2023-04-13 10:13:30.533296+08:00,send notification,jitai_temperature,usk21,1
2023-04-13 10:18:22.765011+08:00,send notification,jitai_temperature,usk07,1
2023-04-13 11:03:22.048625+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-13 11:03:23.559677+08:00,send notification,jitai_noise_adaptive,usk06,1
2023-04-13 11:03:25.372913+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-13 11:13:29.057749+08:00,send notification,jitai_temperature,usk10,1
2023-04-13 12:03:23.013451+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-13 12:48:36.439002+08:00,send notification,jitai_temperature,usk19,1
2023-04-13 12:53:30.097168+08:00,send notification,jitai_temperature,usk20,1
2023-04-13 12:53:30.774128+08:00,send notification,jitai_temperature,usk22,1
2023-04-13 12:53:31.374104+08:00,send notification,jitai_temperature,usk23,1
2023-04-13 12:58:25.541715+08:00,send notification,jitai_temperature,usk13,1
2023-04-13 12:58:26.646926+08:00,send notification,jitai_temperature,usk15,1
2023-04-13 12:58:31.421364+08:00,send notification,jitai_temperature,usk16,1
2023-04-13 12:58:32.433262+08:00,send notification,jitai_temperature,usk24,1
2023-04-13 13:03:22.518145+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-13 13:03:26.252548+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-13 13:18:26.567645+08:00,send notification,jitai_temperature,usk09,1
2023-04-13 13:18:27.231017+08:00,send notification,jitai_temperature,usk11,1
2023-04-13 13:18:27.819537+08:00,send notification,jitai_temperature,usk12,1
2023-04-13 13:18:32.809569+08:00,send notification,jitai_temperature,usk17,1
2023-04-13 13:18:33.488739+08:00,send notification,jitai_temperature,usk18,1
2023-04-13 13:18:34.145861+08:00,send notification,jitai_temperature,usk21,1
2023-04-13 13:23:25.046673+08:00,send notification,jitai_temperature,usk07,1
2023-04-13 14:03:22.948427+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-13 14:03:24.109413+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-13 14:03:25.804058+08:00,send notification,jitai_temperature_adaptive,usk08,1
2023-04-13 14:18:24.674221+08:00,send notification,jitai_temperature,usk10,1
2023-04-13 15:03:23.426721+08:00,send notification,jitai_noise_adaptive,usk01,1
2023-04-13 15:03:26.277213+08:00,send notification,jitai_noise_adaptive,usk14,1
2023-04-13 15:53:27.425602+08:00,send notification,jitai_temperature,usk19,1
2023-04-13 15:58:27.715513+08:00,send notification,jitai_temperature,usk20,1
2023-04-13 15:58:33.756502+08:00,send notification,jitai_temperature,usk22,1
2023-04-13 15:58:34.405663+08:00,send notification,jitai_temperature,usk23,1
2023-04-13 16:03:23.621120+08:00,send notification,jitai_temperature_adaptive,usk02,1
2023-04-13 16:03:24.840845+08:00,send notification,jitai_temperature_adaptive,usk04,1
2023-04-13 16:03:26.651440+08:00,send notification,jitai_noise_adaptive,usk08,1
2023-04-13 16:03:27.885280+08:00,send notification,jitai_noise_adaptive,usk13,1
2023-04-13 16:03:34.904552+08:00,send notification,jitai_temperature,usk24,1
2023-04-13 16:23:25.540108+08:00,send notification,jitai_temperature,usk09,1
2023-04-13 16:23:26.214098+08:00,send notification,jitai_temperature,usk11,1
2023-04-13 16:23:26.789482+08:00,send notification,jitai_temperature,usk12,1
